=== KẾT QUẢ ĐÁNH GIÁ HỆ THỐNG ===
Tổng số ảnh đánh giá: 1483
Top-1 Accuracy : 0.7087
Top-5 Accuracy : 0.7539
Macro Precision: 0.9317
Macro Recall   : 0.7089
Tổng thời gian : 159.6s
TB mỗi query   : 107.6ms

=== CHI TIẾT ===
File: 10__M_Left_index_finger_CR.BMP | True ID: 10 | Top 1: 10 | Top 5: [10, 287, 187, 297, 148] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_index_finger_Obl.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 3, 187, 126, 157] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_index_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 3, 187, 126, 27] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_little_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 245, 1, 100, 14] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_little_finger_Obl.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 1, 245, 100, 14] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_little_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 1, 245, 100, 14] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_middle_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 97, 222, 193, 55] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_middle_finger_Obl.BMP | True ID: 46 | Top 1: 146 | Top 5: [146, 235, 299, 286, 286] | Top-1 Đúng: False | Top-5 Đúng: False
File: 46__M_Left_middle_finger_Zcut.BMP | True ID: 46 | Top 1: 126 | Top 5: [126, 46, 250, 72, 55] | Top-1 Đúng: False | Top-5 Đúng: True
File: 46__M_Left_ring_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 236, 102, 133, 233] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_ring_finger_Obl.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 233, 235, 236, 296] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_ring_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 236, 102, 133, 233] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_thumb_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 195, 110, 15, 217] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_thumb_finger_Obl.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 195, 110, 15, 298] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Left_thumb_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 110, 195, 15, 217] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_index_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 143, 268, 229, 134] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_index_finger_Obl.BMP | True ID: 46 | Top 1: 49 | Top 5: [49, 137, 68, 108, 288] | Top-1 Đúng: False | Top-5 Đúng: False
File: 46__M_Right_index_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 268, 277, 78, 92] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_little_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 35, 262, 149, 184] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_little_finger_Obl.BMP | True ID: 46 | Top 1: 292 | Top 5: [292, 54, 225, 266, 290] | Top-1 Đúng: False | Top-5 Đúng: False
File: 46__M_Right_little_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 35, 262, 184, 149] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_middle_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 156, 282, 84, 255] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_middle_finger_Obl.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 156, 282, 255, 294] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_middle_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 156, 282, 255, 84] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_ring_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 126, 102, 271, 294] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_ring_finger_Obl.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 102, 126, 294, 248] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_ring_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 126, 102, 271, 294] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_thumb_finger_CR.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 159, 94, 227, 5] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_thumb_finger_Obl.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 159, 122, 111, 94] | Top-1 Đúng: True | Top-5 Đúng: True
File: 46__M_Right_thumb_finger_Zcut.BMP | True ID: 46 | Top 1: 46 | Top 5: [46, 159, 94, 227, 5] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_index_finger_CR.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 106, 159, 95, 7] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_index_finger_Obl.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 106, 159, 120, 7] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_index_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 268, 120, 150, 106] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_little_finger_CR.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 128, 27, 3, 202] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_little_finger_Obl.BMP | True ID: 47 | Top 1: 29 | Top 5: [29, 29, 103, 201, 212] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Left_little_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 27, 128, 3, 173] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_middle_finger_CR.BMP | True ID: 47 | Top 1: 29 | Top 5: [29, 47, 47, 97, 250] | Top-1 Đúng: False | Top-5 Đúng: True
File: 47__F_Left_middle_finger_Obl.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 47, 97, 46, 173] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_middle_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 47, 97, 46, 213] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_ring_finger_CR.BMP | True ID: 47 | Top 1: 123 | Top 5: [123, 43, 267, 292, 89] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Left_ring_finger_Obl.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 54, 151, 233, 251] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_ring_finger_Zcut.BMP | True ID: 47 | Top 1: 250 | Top 5: [250, 65, 228, 251, 167] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Left_thumb_finger_CR.BMP | True ID: 47 | Top 1: 58 | Top 5: [58, 71, 253, 30, 204] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Left_thumb_finger_Obl.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 279, 84, 157, 287] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Left_thumb_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 279, 46, 287, 157] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_index_finger_CR.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 67, 84, 57, 24] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_index_finger_Obl.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 84, 67, 241, 57] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_index_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 67, 57, 174, 24] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_little_finger_CR.BMP | True ID: 47 | Top 1: 124 | Top 5: [124, 131, 74, 126, 1] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Right_little_finger_Obl.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 75, 122, 29, 242] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_little_finger_Zcut.BMP | True ID: 47 | Top 1: 126 | Top 5: [126, 5, 131, 124, 209] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Right_middle_finger_CR.BMP | True ID: 47 | Top 1: 241 | Top 5: [241, 117, 83, 215, 108] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Right_middle_finger_Obl.BMP | True ID: 47 | Top 1: 190 | Top 5: [190, 105, 218, 10, 139] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Right_middle_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 184, 213, 44, 15] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_ring_finger_CR.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 280, 118, 258, 2] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_ring_finger_Obl.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 280, 210, 258, 118] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_ring_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 280, 118, 2, 258] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_thumb_finger_CR.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 239, 55, 267, 246] | Top-1 Đúng: True | Top-5 Đúng: True
File: 47__F_Right_thumb_finger_Obl.BMP | True ID: 47 | Top 1: 106 | Top 5: [106, 255, 72, 152, 193] | Top-1 Đúng: False | Top-5 Đúng: False
File: 47__F_Right_thumb_finger_Zcut.BMP | True ID: 47 | Top 1: 47 | Top 5: [47, 267, 202, 246, 104] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_index_finger_CR.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 217, 60, 280, 275] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_index_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 157, 276, 22, 60] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_index_finger_Zcut.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 217, 157, 280, 285] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_little_finger_CR.BMP | True ID: 48 | Top 1: 11 | Top 5: [11, 29, 115, 215, 212] | Top-1 Đúng: False | Top-5 Đúng: False
File: 48__F_Left_little_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 31, 100, 27, 90] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_little_finger_Zcut.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 31, 71, 100, 176] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_middle_finger_CR.BMP | True ID: 48 | Top 1: 184 | Top 5: [184, 35, 15, 213, 47] | Top-1 Đúng: False | Top-5 Đúng: False
File: 48__F_Left_middle_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 231, 15, 254, 222] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_middle_finger_Zcut.BMP | True ID: 48 | Top 1: 67 | Top 5: [67, 35, 184, 156, 107] | Top-1 Đúng: False | Top-5 Đúng: False
File: 48__F_Left_ring_finger_CR.BMP | True ID: 48 | Top 1: 212 | Top 5: [212, 149, 263, 48, 153] | Top-1 Đúng: False | Top-5 Đúng: True
File: 48__F_Left_ring_finger_Obl.BMP | True ID: 48 | Top 1: 153 | Top 5: [153, 42, 212, 200, 48] | Top-1 Đúng: False | Top-5 Đúng: True
File: 48__F_Left_ring_finger_Zcut.BMP | True ID: 48 | Top 1: 42 | Top 5: [42, 153, 200, 212, 293] | Top-1 Đúng: False | Top-5 Đúng: False
File: 48__F_Left_thumb_finger_CR.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 37, 231, 263, 79] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_thumb_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 231, 37, 79, 263] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Left_thumb_finger_Zcut.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 37, 263, 231, 79] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_index_finger_CR.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 34, 48, 217, 93] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_index_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 34, 69, 121, 93] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_index_finger_Zcut.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 34, 121, 48, 285] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_little_finger_CR.BMP | True ID: 48 | Top 1: 184 | Top 5: [184, 228, 62, 280, 181] | Top-1 Đúng: False | Top-5 Đúng: False
File: 48__F_Right_little_finger_Obl.BMP | True ID: 48 | Top 1: 34 | Top 5: [34, 217, 174, 60, 126] | Top-1 Đúng: False | Top-5 Đúng: False
File: 48__F_Right_little_finger_Zcut.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 157, 300, 272, 253] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_middle_finger_CR.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 69, 205, 126, 276] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_middle_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 126, 60, 256, 146] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_middle_finger_Zcut.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 60, 178, 126, 146] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_ring_finger_CR.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 84, 222, 213, 54] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_ring_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 84, 224, 223, 266] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_ring_finger_Zcut.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 84, 222, 213, 266] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_thumb_finger_CR.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 276, 62, 220, 200] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_thumb_finger_Obl.BMP | True ID: 48 | Top 1: 48 | Top 5: [48, 276, 283, 86, 68] | Top-1 Đúng: True | Top-5 Đúng: True
File: 48__F_Right_thumb_finger_Zcut.BMP | True ID: 48 | Top 1: 181 | Top 5: [181, 210, 62, 280, 168] | Top-1 Đúng: False | Top-5 Đúng: False
File: 49__M_Left_index_finger_CR.BMP | True ID: 49 | Top 1: 22 | Top 5: [22, 157, 119, 182, 276] | Top-1 Đúng: False | Top-5 Đúng: False
File: 49__M_Left_index_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 82, 146, 37, 69] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_index_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 142, 37, 146, 131] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_little_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 174, 71, 105, 167] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_little_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 41, 105, 174, 71] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_little_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 174, 71, 167, 105] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_middle_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 68, 145, 30, 291] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_middle_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 68, 145, 291, 85] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_middle_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 68, 145, 291, 85] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_ring_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 137, 24, 102, 288] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_ring_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 102, 288, 24, 137] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_ring_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 137, 108, 164, 194] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_thumb_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 34, 32, 152, 38] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_thumb_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 199, 151, 8, 36] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Left_thumb_finger_Zcut.BMP | True ID: 49 | Top 1: 38 | Top 5: [38, 21, 278, 32, 262] | Top-1 Đúng: False | Top-5 Đúng: False
File: 49__M_Right_index_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 233, 84, 183, 144] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_index_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 233, 183, 84, 73] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_index_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 233, 144, 84, 183] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_little_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 189, 131, 213, 109] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_little_finger_Obl.BMP | True ID: 49 | Top 1: 37 | Top 5: [37, 92, 23, 210, 6] | Top-1 Đúng: False | Top-5 Đúng: False
File: 49__M_Right_little_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 189, 131, 109, 254] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_middle_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 197, 196, 132, 73] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_middle_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 197, 73, 236, 287] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_middle_finger_Zcut.BMP | True ID: 49 | Top 1: 152 | Top 5: [152, 145, 188, 23, 23] | Top-1 Đúng: False | Top-5 Đúng: False
File: 49__M_Right_ring_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 251, 149, 2, 280] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_ring_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 251, 2, 149, 280] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_ring_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 251, 2, 149, 280] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_thumb_finger_CR.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 280, 246, 267, 196] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_thumb_finger_Obl.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 267, 24, 196, 246] | Top-1 Đúng: True | Top-5 Đúng: True
File: 49__M_Right_thumb_finger_Zcut.BMP | True ID: 49 | Top 1: 49 | Top 5: [49, 246, 280, 267, 196] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_index_finger_CR.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 75, 151, 224, 194] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_index_finger_Obl.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 192, 194, 224, 75] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_index_finger_Zcut.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 192, 224, 75, 194] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_little_finger_CR.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 239, 60, 153, 276] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_little_finger_Obl.BMP | True ID: 4 | Top 1: 71 | Top 5: [71, 173, 174, 183, 49] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Left_little_finger_Zcut.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 239, 276, 60, 153] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_middle_finger_CR.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 76, 63, 116, 80] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_middle_finger_Obl.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 76, 116, 63, 80] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_middle_finger_Zcut.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 76, 116, 63, 80] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_ring_finger_CR.BMP | True ID: 4 | Top 1: 260 | Top 5: [260, 238, 4, 4, 294] | Top-1 Đúng: False | Top-5 Đúng: True
File: 4__M_Left_ring_finger_Obl.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 260, 238, 294, 114] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_ring_finger_Zcut.BMP | True ID: 4 | Top 1: 260 | Top 5: [260, 4, 238, 294, 4] | Top-1 Đúng: False | Top-5 Đúng: True
File: 4__M_Left_thumb_finger_CR.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 258, 33, 163, 17] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_thumb_finger_Obl.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 198, 286, 33, 258] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Left_thumb_finger_Zcut.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 163, 178, 229, 258] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Right_index_finger_CR.BMP | True ID: 4 | Top 1: 95 | Top 5: [95, 218, 129, 215, 25] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Right_index_finger_Obl.BMP | True ID: 4 | Top 1: 216 | Top 5: [216, 1, 84, 46, 113] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Right_index_finger_Zcut.BMP | True ID: 4 | Top 1: 216 | Top 5: [216, 113, 84, 46, 286] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Right_little_finger_CR.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 262, 240, 43, 27] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Right_little_finger_Obl.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 262, 43, 240, 233] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Right_little_finger_Zcut.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 262, 240, 43, 27] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Right_middle_finger_CR.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 77, 43, 163, 145] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Right_middle_finger_Obl.BMP | True ID: 4 | Top 1: 297 | Top 5: [297, 291, 87, 146, 168] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Right_middle_finger_Zcut.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 77, 208, 145, 196] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Right_ring_finger_CR.BMP | True ID: 4 | Top 1: 233 | Top 5: [233, 296, 235, 46, 236] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Right_ring_finger_Obl.BMP | True ID: 4 | Top 1: 296 | Top 5: [296, 235, 233, 46, 236] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Right_ring_finger_Zcut.BMP | True ID: 4 | Top 1: 41 | Top 5: [41, 51, 140, 236, 68] | Top-1 Đúng: False | Top-5 Đúng: False
File: 4__M_Right_thumb_finger_CR.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 216, 222, 230, 8] | Top-1 Đúng: True | Top-5 Đúng: True
File: 4__M_Right_thumb_finger_Obl.BMP | True ID: 4 | Top 1: 153 | Top 5: [153, 281, 230, 4, 238] | Top-1 Đúng: False | Top-5 Đúng: True
File: 4__M_Right_thumb_finger_Zcut.BMP | True ID: 4 | Top 1: 4 | Top 5: [4, 216, 222, 230, 8] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_index_finger_CR.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 2, 122, 25, 297] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_index_finger_Obl.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 293, 122, 2, 25] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_index_finger_Zcut.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 2, 122, 293, 25] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_little_finger_CR.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 185, 39, 168, 143] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_little_finger_Obl.BMP | True ID: 50 | Top 1: 79 | Top 5: [79, 40, 13, 241, 247] | Top-1 Đúng: False | Top-5 Đúng: False
File: 50__M_Left_little_finger_Zcut.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 185, 143, 39, 168] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_middle_finger_CR.BMP | True ID: 50 | Top 1: 128 | Top 5: [128, 131, 40, 119, 254] | Top-1 Đúng: False | Top-5 Đúng: False
File: 50__M_Left_middle_finger_Obl.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 50, 50, 128, 163] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_middle_finger_Zcut.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 50, 154, 128, 50] | Top-1 Đúng: True | Top-5 Đúng: True
File: 50__M_Left_ring_finger_CR.BMP | True ID: 50 | Top 1: 247 | Top 5: [247, 241, 276, 70, 164] | Top-1 Đúng: False | Top-5 Đúng: False
File: 50__M_Left_ring_finger_Obl.BMP | True ID: 50 | Top 1: 50 | Top 5: [50, 168, 74, 87, 61] | Top-1 Đúng: True | Top-5 Đúng: True
